textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Text,Actual_Score,GPT 3.5 Score
1f8822eae6, Aw poor you..ironing! Eek! lol It`s raining here too.....prob try and get out with the kids later..nt too exciting im afraid!,.nt too exciting im afraid!,negative,noon,21-30,Togo,8278724.0,54390.0,152.0,aw poor .. ironing ! eek ! lol ` raining ..... prob try get kids later .. nt exciting im afraid !,1,2.0
76cb9177b0, *hugs* listening to EBTG 'Each & Every One' perfect for public hol Monday morn with cuppa T,*hugs* listening to EBTG 'Each & Every One' perfect for public hol Monday morn with cuppa T,neutral,noon,60-70,Cyprus,1207359.0,9240.0,131.0,* hugs * listening ebtg 'each & every one ' perfect public hol monday morn cuppa,3,5.0
a330318e28,"_shantz heyy shantell!  twitter is cool, thats why! and guess what!! i followed britney spears, and she followed me back!","cool,",positive,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0,"_shantz heyy shantell ! twitter cool , thats ! guess ! ! followed britney spears , followed back !",5,3.0
a5f45ef8e9,diiinner  its sooo cold right here D:,diiinner  its sooo cold right here D:,neutral,morning,46-60,United States of America,331002651.0,9147420.0,36.0,diiinner sooo cold right :,3,2.0
447733f192, the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,o bad,negative,night,70-100,Morocco,36910560.0,446300.0,83.0,tweeting guilt trip ` stop huh ? felt bad !,2,2.0
024260c62f, I know but unfortunately I`m one of the fifteen bazillions of Americans without health insurance.  awesome,I know but unfortunately I`m one of the fifteen bazillions of Americans without health insurance.  awesome,neutral,noon,21-30,Grenada,112523.0,340.0,331.0,know unfortunately ` one fifteen bazillions americans without health insurance . awesome,3,1.0
e7e486ec1c, Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,Good,positive,morning,46-60,Brunei,437479.0,5270.0,83.0,nice idea m-i-l gift . crochet ? good idea looking online . youtube videos showing lefty crochet .,4,4.0
8ed7745ba1, hello- i`d like a little chat- but can`t DM you- is there a mail id?,hello- i`d like a little chat- but can`t DM you- is there a mail id?,neutral,noon,21-30,United Arab Emirates,9890402.0,83600.0,118.0,hello- ` like little chat- ` dm you- mail id ?,3,1.0
cc9bfeb768,is hating the weather. UGH.,is hating the weather. UGH.,negative,night,31-45,Mexico,128932753.0,1943950.0,66.0,hating weather . ugh .,1,1.0
34022c6e5f,Good B-movie... Starship Troopers is cool! Citizen,Good B-movie..,positive,noon,21-30,Palestine State,5101414.0,6020.0,847.0,good b-movie ... starship troopers cool ! citizen,4,4.0
c7f52db5c8,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn`t convince Diamond, nothing will.",Thanks everyone. Unfortunately nothing can be done.,neutral,night,70-100,Panama,4314767.0,74340.0,58.0,"thanks everyone . unfortunately nothing done . sales speak , ` convince diamond , nothing .",3,2.0
65711a3401, _chick Hello,_chick Hello,neutral,night,31-45,Australia,25499884.0,7682300.0,3.0,_chick hello,3,3.0
96fd6b9b51,Just talked to Anthony Rapp. Face to face. !!!!!,Just talked to Anthony Rapp. Face to face. !!!!!,neutral,morning,0-20,Indonesia,273523615.0,1811570.0,151.0,talked anthony rapp . face face . ! ! ! ! !,3,1.0
3cf7d3cbea,stayed home from school today   doctors sooooon.,,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,stayed home school today doctors sooooon .,3,3.0
3a3a1e1f1e, heeeey good luck for unair sweet!,good luck,positive,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,heeeey good luck unair sweet !,4,5.0
13c47e9bc8,got an awesome hair cut todayyyy  it looks so hottt haha doing homework,,positive,morning,46-60,Ukraine,43733762.0,579320.0,75.0,got awesome hair cut todayyyy looks hottt haha homework,5,4.0
1a5cb0fe6f,"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.","Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",neutral,noon,60-70,Grenada,112523.0,340.0,331.0,"wow .... thought ` gaming 8 hours 13 hours later seeing last person . < _ < long session , fun .",3,4.0
e558b49f1f,. Well gotdamn girl!!! I dont know what else!!!!  I`m sleepy again! Grrr,. Well gotdamn girl!!! I dont know what else!!!!  I`m sleepy again! Grrr,neutral,noon,60-70,Nicaragua,6624554.0,120340.0,55.0,. well gotdamn girl ! ! ! dont know else ! ! ! ! ` sleepy ! grrr,3,2.0
13632b763a,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,,neutral,noon,21-30,Oman,5106626.0,309500.0,16.0,remember days . ` big fan wesley really felt youngster dealing . !,3,4.0
d3c5e838e2,"TGIF, too bad the weather sucks...",too bad the weather sucks..,negative,noon,21-30,Seychelles,98347.0,460.0,214.0,"tgif , bad weather sucks ...",2,2.0
2f9f2f2a9a, next year will be sweeet,sweeet,positive,night,31-45,Cabo Verde,555987.0,4030.0,138.0,next year sweeet,5,4.0
0fb0ddcc61,at f***** work  .... want somebody to come ???,f***** work,negative,night,31-45,Russia,145934462.0,16376870.0,9.0,f * * * * * work .... want somebody come ? ? ?,1,1.0
8be6f1a0ea, thanks for FF wink,thanks,positive,morning,0-20,Dominica,71986.0,750.0,96.0,thanks ff wink,5,3.0
1977ce206b, better than throwing them out,,neutral,noon,21-30,Angola,32866272.0,1246700.0,26.0,better throwing,3,3.0
ff6c10ce0e, and I have a gentleman`s agreement: Whoever wins the first match (or is it best of three?) pays for the other person`s copy.,and I have a gentleman`s agreement: Whoever wins the first match (or is it best of three?) pays for the other person`s copy.,neutral,night,70-100,Pakistan,220892340.0,770880.0,287.0,gentleman ` agreement : whoever wins first match ( best three ? ) pays person ` copy .,3,2.0
d16e5eac0f,Great cover  ? http://blip.fm/~5jq9o,Great cover,positive,night,70-100,Comoros,869601.0,1861.0,467.0,great cover ? http : //blip.fm/~5jq9o,5,3.0
7a2decf06a, I never liked that boy  Jerms!,never liked that boy,negative,morning,0-20,Serbia,8737371.0,87460.0,100.0,never liked boy jerms !,2,1.0
bc8e9160c4,"_chung oh get well soon Alexa, take some rest",get well soon,positive,morning,46-60,Palau,18094.0,460.0,39.0,"_chung oh get well soon alexa , take rest",5,4.0
f5dd26cb38, omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,tasty.,positive,noon,21-30,South Sudan,11193725.0,610952.0,18.0,omfg downing tasty . ate almost lo,5,1.0
5e8c2407f9, Thats ok  Yeah I had a good night thanks. Glad you did too. Hope you enjoy your BBQ,s. Glad,positive,noon,21-30,Malta,441543.0,320.0,1380.0,thats ok yeah good night thanks . glad . hope enjoy bbq,4,4.0
61a8e11e8a," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",freaked,negative,morning,0-20,Liberia,5057681.0,96320.0,53.0,"casey ` gone ? ! ? ! ? ! , piddled little carpet . ` prolly freaked cause ` new . get back ?",1,1.0
27440294bd,I did.`t Get tht.,I did.`t Get tht.,neutral,morning,46-60,Central African Republic,4829767.0,622980.0,8.0,did. ` get tht .,3,1.0
fec3cae0c2,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",,neutral,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0,"found swing set sale 2 blocks home , super cheap . want 4 kids one answering phone # listed",3,3.0
459ed808cd,"Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter & tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn","Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter & tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn",neutral,morning,0-20,Sweden,10099265.0,410340.0,25.0,"well , # evernote giving away wireless sd cards 4 fllwng thm twitter & tweeting abt # evernote_eyefi us/can http : //tr.im/mpxn",3,3.0
b6e65f1dd0,"Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up","Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up",neutral,noon,21-30,Moldova,4033963.0,32850.0,123.0,"played ball park , coached youngster fundamentals .. goin home steak lobster .. word",3,4.0
226fa6f305,"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",GOOD,positive,night,70-100,Italy,60461826.0,294140.0,206.0,"today good , little girl hollie bgt , complete sympahty vote ! cute aidan davis : l ? tweet x",4,4.0
f6e929a6ac,Spent last night in A&E (ER). Wife tangled wheels with Daughter & hit the deck. Dislocation & fracture resulted.,Spent last night in A&E (ER). Wife tangled wheels with Daughter & hit the deck. Dislocation & fracture resulted.,neutral,night,31-45,Sierra Leone,7976983.0,72180.0,111.0,spent last night & e ( er ) . wife tangled wheels daughter & hit deck . dislocation & fracture resulted .,3,1.0
5deca37946," gangstarr exgirl to the next girl, nas one mic, hold on i still can`t listen so i guess it dont matter","gangstarr exgirl to the next girl, nas one mic, hold on i still can`t listen so i guess it dont matter",neutral,noon,21-30,Côte d'Ivoire,26378274.0,318000.0,83.0,"gangstarr exgirl next girl , nas one mic , hold still ` listen guess dont matter",3,3.0
8a16f7dd37,y do i only have 2 people following me  people follow me please x,please,positive,night,70-100,Panama,4314767.0,74340.0,58.0,2 people following people follow please x,5,1.0
3624729252, Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral,morning,46-60,Jamaica,2961167.0,10830.0,273.0,excited new pushing daisies episodes makes much worse . finally gotten cancellation .,3,2.0
1e6c88ae91,"back,had a great MAD monday meeting tomorrow",great,positive,noon,60-70,Belgium,11589623.0,30280.0,383.0,"back , great mad monday meeting tomorrow",5,4.0
e24913e1e6,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,fun,positive,night,70-100,Kiribati,119449.0,810.0,147.0,anyone know good rap songs ? need make rap/fun cd idea helllllpppp,5,4.0
97fa649dcd,going out  I can`t do this **** anymore :`(,****,negative,morning,0-20,Egypt,102334404.0,995450.0,103.0,going ` * * * * anymore : ` (,2,1.0
334954f215,"hey peoples, dont you just hate being grounded haha, im just sat eating an apple and watching death note (some anime)",,neutral,night,31-45,Burkina Faso,20903273.0,273600.0,76.0,"hey peoples , dont hate grounded haha , im sat eating apple watching death note ( anime )",3,4.0
04afd54549,Yay we`re gonna leave earlier!  Can`t wait to get back to Hawthorne!,Yay we,positive,night,70-100,Honduras,9904607.0,111890.0,89.0,yay ` gon na leave earlier ! ` wait get back hawthorne !,4,4.0
ca832cad51,Feeling smooth like chrome,Feeling smooth,positive,noon,21-30,Botswana,2351627.0,566730.0,4.0,feeling smooth like chrome,5,5.0
4da1552e13,hiccups,hiccups,neutral,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,hiccups,3,2.0
feec452301,"**** culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy","**** culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",neutral,noon,60-70,Bulgaria,6948445.0,108560.0,64.0,"* * * * culture increasing india , govt make new laws wat charges boy tease boy nd wat boy rapes boy",3,1.0
2bcab92055," Oh, that said, the sellout was a fluke. It turns out the projector was broken.   I still think the film is bloody good times, tho.","Oh, that said, the sellout was a fluke. It turns out the projector was broken.   I still think the film is bloody good times, tho.",neutral,noon,60-70,Slovakia,5459642.0,48088.0,114.0,"oh , said , sellout fluke . turns projector broken . still think film bloody good times , tho .",3,2.0
ff6df46268,Zapatos for trashcan nachos and then an epic night,epic,positive,night,31-45,Morocco,36910560.0,446300.0,83.0,zapatos trashcan nachos epic night,4,4.0
13144de1ca,Crawling into my den for the night now.,Crawling into my den for the night now.,neutral,night,70-100,Antigua and Barbuda,97929.0,440.0,223.0,crawling den night .,3,1.0
b9c7cea4dc,I am doing Geography Revision on Earthquakes!  How Boring!!,Boring!,negative,morning,46-60,Sweden,10099265.0,410340.0,25.0,geography revision earthquakes ! boring ! !,2,2.0
768985a78d,: Awwwwwwwwwwe  That okay. I missed bullet`s concert in toronto last summer `cause i had just gotten into them D:,Awwwwwwwwwwe  That okay. I missed bullet`s concert,neutral,night,31-45,North Macedonia,2083374.0,25220.0,83.0,: awwwwwwwwwwe okay . missed bullet ` concert toronto last summer ` cause gotten :,3,2.0
d878cf0cb3,i hate parents,i hate parents,negative,night,70-100,Honduras,9904607.0,111890.0,89.0,hate parents,1,1.0
134cac246b,"Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I get up","Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I get up",negative,noon,21-30,Albania,2877797.0,27400.0,105.0,"` sit weirdly pc , know im going hit deck get",2,1.0
2773197443,i love twitter,love,positive,night,31-45,Cabo Verde,555987.0,4030.0,138.0,love twitter,4,5.0
e609733759,I hate funerals.,hate,negative,noon,60-70,Germany,83783942.0,348560.0,240.0,hate funerals .,1,1.0
656119dd86,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,,positive,noon,60-70,Cyprus,1207359.0,9240.0,131.0,spoke culture rackers castle . time awesome mexican food . drinking -- antibiotics .,5,2.0
876bfcc38c,_Lee I loveee and missss my annie!!,,neutral,noon,21-30,Cyprus,1207359.0,9240.0,131.0,_lee loveee missss annie ! !,3,5.0
51c35566a7,is watching the jonas brothers special on sky movies,is watching the jonas brothers special on sky movies,neutral,noon,21-30,Switzerland,8654622.0,39500.0,219.0,watching jonas brothers special sky movies,3,4.0
c941fb5836,"Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . <3",i love him,positive,morning,0-20,Burundi,11890784.0,25680.0,463.0,"listening music , texting . umm msn lol . bit bored . lol . garth brooks wooo love hehe . < 3",4,4.0
f59bbec4a3, // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,,neutral,morning,46-60,Cambodia,16718965.0,176520.0,95.0,// feel pain . lived apt 6 mos previous tenant 4 cats . burning eyes/tight lungs = gregg,3,1.0
3a1171b451," In the end the magic of `And so to dream` wins, along with swaying back and forth within site of a sleeping mommy.","wins,",positive,night,31-45,Iraq,40222493.0,434320.0,93.0,"end magic ` dream ` wins , along swaying back forth within site sleeping mommy .",4,3.0
d0479b09bb,being upset,being upset,neutral,night,70-100,Portugal,10196709.0,91590.0,111.0,upset,3,1.0
3d772a60d6,Actually I`m really missing Fabian  Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,pretty sad,negative,morning,0-20,Norway,5421241.0,365000.0,15.0,actually ` really missing fabian pretty sad since talked like ... 2 hours ago ! gosh time flies miss someone .,1,2.0
52a04d5cde, going to sleep? why so early? Good night!,Good,positive,morning,46-60,Philippines,109581078.0,298170.0,368.0,going sleep ? early ? good night !,5,5.0
be141f574a,I was kinda looking forward to seeing Seann William Scott in the office today,I was kinda looking forward to seeing Seann William Scott in the office today,neutral,morning,0-20,Nigeria,206139589.0,910770.0,226.0,kinda looking forward seeing seann william scott office today,3,4.0
