score,Text
neutral,event also viewed live webcast www.cargotec.com .
neutral,investment worth approximately eur 100mn .
neutral,mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line .
neutral,"important export markets norway , germany , russia france ."
neutral,"new system , include 60 mc3090 pdas motorola , used 60 poundstretcher operatives across 3 shifts , integrate real-time company existing warehouse management system , aldata g.o.l.d stock , went live may 2008 ."
neutral,number customers one important parameters determining price electricity networks .
neutral,order valued eur15m .
neutral,order valued usd12 .2 .
neutral,order worth eur 8mn .
neutral,organization member russian auto sector union mpra become active since tikkurila acquired russian paint company kraski teks 2006 .
neutral,"outsourced scan capture solutions transfer paper invoices electronic format , basware business transactions service allows customer receive send invoices electronic format ."
neutral,"parties also agreed l+ñnnen tehtaat right sell remaining shares suomen rehu hankkija-maatalous 15 months purchase majority holding , earliest ."
neutral,potential acquirer cencorp corporation related entity sav owing sav cencorp subsidiary finnish savcor group oy .
neutral,"prerequisite inclusion program receipt gains key employees acquire aspo shares amount determined board advance , maximum ."
neutral,"record date dividend distribution march 14 , 2008 ."
neutral,"samsung mobile applications store launched january 2009 samsung mobile innovator , program enables mobile software developers create applications use across samsung mobile devices ."
neutral,second-quarter net sales expected par first quarter 2009 .
neutral,solid fuel heated sludge mixed therein . ``
neutral,"study evaluated safety , tolerability pharmacokinetics repeated doses intravenously administered antibody 26 patients active plaque psoriasis ."
neutral,"total donation amount eur 1,115,000 ."
neutral,"total investment necessary eur40m , company estimated ."
neutral,total project duration three years valued eur11 .5 .
neutral,"total scope project 38,000 square metres valued total around eur75m ."
neutral,"responsible operations , customer relationships , development ."
neutral,"implementation important operator , since launch fixed-to-mobile convergence service brazil see brazil : 8 may 2006 : ."
neutral,organization assume responsibility operations russia .
neutral,"thus group 's balance sheet eur 25.8 million goodwill , company added ."
neutral,"thus group 's balance sheet eur25 .8 goodwill 2010 , company added ."
neutral,timo penttila appointed new manager responsible asset management nordea 's institutional customers finland .
neutral,raise consumer awareness encourage people recycle old mobile devices nokia runs regular recycling campaigns around world .
neutral,"see new register , subscribe newspaper ."
neutral,"showcase end-to-end capabilities mobile world congress , arranged internal meego application development competition entice developers create new applications ."
neutral,together generate aspo 's goodwill .
neutral,"trading new shares , right dividends distributions funds , start exchange helsinki tomorrow ."
neutral,unc charlotte would also deploy ssh tectia connector enable secure application connectivity .
neutral,"upm-kymmene www.upm-kymmene.com produces magazine papers newsprint , well fine specialty papers , converting materials wood products ."
neutral,"wayne greensmith , fiskars brands uk senior brand manager , said : `` launched want give something back community ."
positive,"vdw combined lxe devices enhances productivity , enabling workers use single device perform voice , scanning keyboard functions ."
neutral,make available following brand-new market analyses : cement - uk cement - poland cement - belgium analyses give clear overview actual situation future outlook cement industry european countries .
neutral,"went market yield guidance 7.25 % area , gave us flexibility go 1-8th ."
neutral,"vehvilainen , currently chief operating officer nokia siemens networks , join finnair 5 january 2010 take ceo effective 1 february 2010 ."
neutral,"new types network elements added network , conversion file updated adding information required converting message format new network element type format understood management system ."
neutral,"yara suomi ltd also provides nitrogen chemicals technical nitrates various sectors industry , well products used environmental protection ."
neutral,"flurry analytics spokesperson said , measuring windows phone 7 data weeks , firm double-checked data make sure 66 per cent rise aberration ."
